run,operation,started,time,status,label,blocker,dataset,gpu,model,postprune_epochs,preprune_epochs,pruner,sparsity,step,Accuracy/postprune,Accuracy/preprune,Loss/postprune,Loss/preprune,Sparsity,best_post_acc,best_post_loss,best_pre_acc,best_pre_loss,immediate_post_acc,immediate_post_loss
b0c89b49,main.py,2022-05-24 04:06:53,1:54:00,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.985,160,0.10000000149011612,0.9330999851226807,2.302586793899536,0.3186369240283966,0.9829999804496765,0.10000000149011612,2.3025052547454834,0.9333999752998352,0.30363819003105164,0.10000000149011612,2.3028225898742676
9e5fd90d,main.py,2022-05-24 04:06:02,1:54:23,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,magnitude,0.99,160,0.10000000149011612,0.9380000233650208,2.3025825023651123,0.3113143742084503,0.9887999892234802,0.10000000149011612,2.3025155067443848,0.9380000233650208,0.30010998249053955,0.10000000149011612,2.302532196044922
9245ba60,main.py,2022-05-24 04:04:27,1:54:58,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.5,160,0.9366000294685364,0.9359999895095825,0.25930055975914,0.3078869879245758,0.05590000003576279,0.9376000165939331,0.2559196949005127,0.9369000196456909,0.29196974635124207,0.9235000014305115,0.3595275282859802
d757495a,main.py,2022-05-24 04:03:41,1:53:36,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.7,160,0.9358000159263611,0.9341999888420105,0.26558104157447815,0.3136695623397827,0.47279998660087585,0.9362999796867371,0.2639164328575134,0.9359999895095825,0.3088187277317047,0.9272000193595886,0.3595105707645416
92b28c89,main.py,2022-05-24 04:03:03,1:54:04,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.89,160,0.9391000270843506,0.9355999827384949,0.2688921391963959,0.3096325695514679,0.8251000046730042,0.9391000270843506,0.2671690285205841,0.9376000165939331,0.29263389110565186,0.7014999985694885,0.9822776913642883
9183a31c,main.py,2022-05-24 03:46:22,2:24:06,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.93,160,0.9291999936103821,0.9354000091552734,0.2973632514476776,0.3225051760673523,0.8903999924659729,0.9301999807357788,0.2950354814529419,0.9354000091552734,0.3069715201854706,0.12359999865293503,2.283627510070801
28ab22b9,main.py,2022-05-24 02:41:04,2:29:12,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.96,160,0.926800012588501,0.9337000250816345,0.3378658890724182,0.3218768835067749,0.9404000043869019,0.9279000163078308,0.31062886118888855,0.9337999820709229,0.30443522334098816,0.10000000149011612,2.312725067138672
1e9b1479,main.py,2022-05-24 02:39:28,2:29:01,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.97,160,0.9199000000953674,0.9333000183105469,0.3651319444179535,0.31347790360450745,0.9545999765396118,0.920799970626831,0.30743640661239624,0.935699999332428,0.3026846945285797,0.10000000149011612,2.306241512298584
63404881,main.py,2022-05-24 02:36:52,2:26:56,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.975,160,0.9146000146865845,0.9358000159263611,0.3795057237148285,0.31357941031455994,0.9629999995231628,0.9160000085830688,0.3266522288322449,0.9369000196456909,0.30329710245132446,0.10000000149011612,2.3155245780944824
0beb270f,main.py,2022-05-24 02:36:44,2:27:20,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.98,160,0.8963000178337097,0.9369000196456909,0.462354838848114,0.3116372227668762,0.9710999727249146,0.8986999988555908,0.36151832342147827,0.9369000196456909,0.29704099893569946,0.10000000149011612,2.308026075363159
62d16e43,main.py,2022-05-24 02:12:19,1:54:33,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.985,160,0.8944000005722046,0.9348000288009644,0.41207432746887207,0.31584930419921875,0.9782000184059143,0.8960999846458435,0.3609633147716522,0.935699999332428,0.30261528491973877,0.10000000149011612,2.3062984943389893
dbd2a1f5,main.py,2022-05-24 02:11:33,1:54:28,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,relative_error,0.99,160,0.8733999729156494,0.9358999729156494,0.43869417905807495,0.29384031891822815,0.9864000082015991,0.8751999735832214,0.41060131788253784,0.9377999901771545,0.2907505929470062,0.10000000149011612,2.3041741847991943
faf6e7c6,main.py,2022-05-24 02:09:26,1:54:14,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.5,160,0.923799991607666,0.9380000233650208,0.3590559661388397,0.29620644450187683,0.25189998745918274,0.9251999855041504,0.31068336963653564,0.9381999969482422,0.2956647574901581,0.10000000149011612,2.3027501106262207
7e855e4d,main.py,2022-05-24 02:09:10,1:55:16,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.7,160,0.9189000129699707,0.935699999332428,0.37650901079177856,0.30388200283050537,0.58160001039505,0.9200000166893005,0.32601240277290344,0.9362999796867371,0.3019510805606842,0.10000000149011612,2.3029093742370605
ab7d2a4a,main.py,2022-05-24 02:09:04,2:19:39,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.89,160,0.9293000102043152,0.9347000122070312,0.3125009834766388,0.3249669671058655,0.8327000141143799,0.9309999942779541,0.2865380346775055,0.9351999759674072,0.3114171028137207,0.10000000149011612,2.3079752922058105
d9d0e29c,main.py,2022-05-24 02:08:58,1:54:05,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.93,160,0.9247000217437744,0.9329000115394592,0.32311198115348816,0.3228451609611511,0.8870999813079834,0.9258999824523926,0.3094792366027832,0.9337000250816345,0.2969478368759155,0.10000000149011612,2.3105287551879883
3749dea7,main.py,2022-05-23 23:56:57,3:49:25,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output_sampling,0.96,160,0.9031000137329102,0.9358999729156494,0.44342201948165894,0.3199954628944397,0.9348999857902527,0.9059000015258789,0.35882920026779175,0.9376000165939331,0.30736759305000305,0.10000000149011612,2.3156208992004395
330ec6c7,main.py,2022-05-23 23:56:53,2:39:58,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.5,160,0.9365000128746033,0.9319999814033508,0.2635929584503174,0.3262426555156708,0.11490000039339066,0.9381999969482422,0.2624738812446594,0.9319999814033508,0.29126524925231934,0.9320999979972839,0.33219146728515625
1d0f89a1,main.py,2022-05-23 23:56:53,2:44:11,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.7,160,0.9401999711990356,0.9351999759674072,0.252424418926239,0.31327444314956665,0.5273000001907349,0.9412999749183655,0.25041428208351135,0.9366000294685364,0.2844724655151367,0.9337000250816345,0.3192342221736908
bc3642a5,main.py,2022-05-23 23:56:52,2:12:11,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.89,160,0.9365000128746033,0.9332000017166138,0.2792929708957672,0.3190211355686188,0.8464000225067139,0.9373999834060669,0.2792929708957672,0.9347000122070312,0.30957916378974915,0.6394000053405762,1.1144070625305176
b9e578ed,main.py,2022-05-23 23:56:52,2:12:05,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.93,160,0.9366000294685364,0.9348000288009644,0.2817593216896057,0.3197680413722992,0.906000018119812,0.9372000098228455,0.28080135583877563,0.9348999857902527,0.3105832636356354,0.10000000149011612,2.559135913848877
388b615d,main.py,2022-05-23 23:56:51,2:12:18,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.96,160,0.9275000095367432,0.9333000183105469,0.33424144983291626,0.3152522146701813,0.953499972820282,0.9275000095367432,0.304327130317688,0.9344000220298767,0.2925023138523102,0.10000000149011612,2.3400187492370605
bcbc0fa9,main.py,2022-05-23 23:56:51,2:15:27,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.97,160,0.9210000038146973,0.9370999932289124,0.37877580523490906,0.29358455538749695,0.9692999720573425,0.9218000173568726,0.3172502815723419,0.9377999901771545,0.29044628143310547,0.10000000149011612,2.3330612182617188
645f0e26,main.py,2022-05-23 23:56:50,2:12:35,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.975,160,0.9118000268936157,0.9370999932289124,0.4086395800113678,0.296312540769577,0.9743000268936157,0.9136000275611877,0.34286993741989136,0.9379000067710876,0.2939291000366211,0.10000000149011612,2.31663179397583
38d082c9,main.py,2022-05-23 23:56:50,2:14:43,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.98,160,0.9074000120162964,0.9329000115394592,0.4202194809913635,0.31659072637557983,0.9815000295639038,0.909600019454956,0.3414022624492645,0.9341999888420105,0.2952144742012024,0.09539999812841415,2.317488193511963
ade75b0f,main.py,2022-05-23 23:56:48,2:39:56,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.985,160,0.8946999907493591,0.9350000023841858,0.4130087196826935,0.31468018889427185,0.9860000014305115,0.8984000086784363,0.36264368891716003,0.9361000061035156,0.29922813177108765,0.10000000149011612,2.3133931159973145
ecf10e10,main.py,2022-05-23 23:56:47,2:42:40,completed,vgg16_cifar10,square,cifar10,cuda,vgg16,160,160,alignment_output,0.99,160,0.8809999823570251,0.9354000091552734,0.4030516743659973,0.2974594831466675,0.9919999837875366,0.883400022983551,0.39058762788772583,0.9375,0.29117336869239807,0.10000000149011612,2.3113811016082764
